detid_Y,N06111V,N06112W,N06113Y,N06114Z,N06121A,N06121L,N06121M,N06121N,N06131T,N06131V,N06131W,N06131X,N06141A,N06141C,N06141Y,N06151D,N06151F,N06151G,N06161Q,N06161R,N06161T,N06161U,N06171B,N06171P,N06171Q,N06171R,N06171S,N06181H,N06181J,N06181K,N06191N,N06191P,N06191Z,N06211C,N06211E,N06211F,N06211G,N06221P,N06221Q,N06221R,N06222H,N06222K,N06222L,N06222M,N06241A,N06241B,N06241Y,N06242Z,N06251T,N06251V,N06251W,N06251X,N06252D,N06252E,N06252F,N06261V,N06261Y,N06261Z,N06271G,N06271H,N06271K,N06271L,N06281M,N06281P,N06281R,N06281S,N06291B,N06291E,N06291F,N06311J,N06311K,N06311L,N06311N,N06312M,N06312P,N06321B,N06321C,N06321D,N06321E,N06321L,N06322G,N06331A,N06331J,N06331X,N06331Y,N06331Z,N06341K,N06341S,N06341T,N06351L,N06351M,N06351P,N06351R,N06391B,N06391Y,N06391Z,N06411H,N06411J,N06411K,N06421A,N06421B,N06421D,N06421E,N06421F,N06421G,N06431X,N06431Y,N06431Z,N06451L,N06451P,N06451R,N06451S,N06461E,N06461T,N06471H,N06481L,N06481N,N06481P,N06481S,N06482F,N06482J,N06482K,N06511A,N06511B,N06511C,N06521E,N06521F,N06521G,N06521H,N06551T,N06611A,N06611E,N06611F,N06611G,N06611J,N06621A,N06621B,N06621C,N06621D,N06631X,N06631Y,N06631Z,N06691R,N06691S,N06691T,N06691U,N06691V,N06731W,N06731X,N06731Y,N06731Z,N26151X,N29111A,N29111R,N29111S,N29111T,N29111V,N29111W,N29112Q,N29113R,N29121G,N29121J,N29121M,N29121N,N29121P,N29121Z,N29131B,N29131C,N29131E,N29131F,N29141A,N29142H,N31111S,N31111U,N31111W,N31122B,N36121V,N41111D,N41111E,N41111F,N41121B
N06611G,2749.25,2796.02,2865.69,2717.06,3299.22,3299.22,2948.23,3140.74,3270.82,3444.41,3669.08,3106.71,3506.75,3223.51,3380.71,3142.66,2944.20,3210.34,2802.68,2802.68,2810.29,2486.02,3330.60,3330.60,3415.16,3415.16,3380.71,2972.82,2972.82,2816.19,2711.53,2783.68,2894.81,2693.85,2773.83,2514.61,2426.96,2775.86,3108.27,2990.82,2717.35,2913.66,2819.49,2579.83,2773.83,2609.02,2913.34,2913.34,2522.73,2849.56,2766.09,2804.62,2834.24,2887.79,2934.04,3225.08,3050.86,3182.47,2755.18,2676.85,2645.41,2369.57,2530.17,3023.74,2780.97,2450.82,2796.02,2558.72,2794.63,3661.46,3603.47,3531.62,3661.46,3531.62,3531.62,3747.43,3661.46,3600.11,3467.30,3600.11,3353.50,3597.67,3883.08,3799.67,3877.27,3597.67,3929.23,3941.18,3805.15,4541.99,4019.39,3893.75,3761.11,4056.10,3407.29,3857.05,4541.99,4335.56,3971.46,4541.99,112.39,4335.56,4541.99,4541.99,4541.99,112.39,4541.99,112.39,535.20,535.20,112.39,112.39,535.20,0.00,3546.35,535.20,692.53,692.53,535.20,535.20,535.20,535.20,0.00,112.39,112.39,112.39,112.39,112.39,112.39,692.53,0.00,1173.59,535.20,0.00,535.20,1341.69,1173.59,535.20,535.20,1414.51,1173.59,1253.91,1173.59,1341.69,1341.69,1356.10,1173.59,1173.59,1589.05,1356.10,692.53,1589.05,1467.14,1589.05,1467.14,1370.46,1382.90,1777.17,1467.14,1487.61,1589.05,1356.10,1467.14,1589.05,1589.05,1356.10,1589.05,1356.10,1589.05,1589.05,1589.05,1589.05,4550.55,4550.55,4471.51,4874.26,4437.68,4093.84,3799.67,4085.89,4019.43
N06611J,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06621A,3310.86,3357.63,3427.30,3278.67,3860.83,3860.83,3509.84,3702.35,3832.43,4006.02,4230.69,3668.32,4068.36,3785.13,3942.32,3704.27,3505.81,3771.95,3364.29,3364.29,3371.90,3047.63,3892.22,3892.22,3976.77,3976.77,3942.32,3534.43,3534.43,3377.80,3273.14,3345.30,3456.43,3255.46,3335.45,3076.22,2988.57,3337.47,3669.89,3552.43,3278.96,3475.28,3381.10,3141.45,3335.45,3170.64,3474.95,3474.95,3084.34,3411.18,3327.70,3366.24,3395.86,3449.40,3495.66,3786.69,3612.47,3744.08,3316.79,3238.46,3207.02,2931.18,3091.79,3585.36,3342.58,3012.43,3357.63,3120.34,3356.25,4223.08,4165.08,4093.24,4223.08,4093.24,4093.24,4309.04,4223.08,4161.72,4028.91,4161.72,3915.11,4159.28,4444.69,4361.28,4438.88,4159.28,4490.85,4502.79,4366.77,5103.61,4581.00,4455.36,4322.72,4617.71,3968.90,4418.67,5103.61,4897.17,4533.07,5103.61,1259.35,4897.17,5103.61,5103.61,5103.61,1259.35,5103.61,1259.35,1031.56,1031.56,1259.35,1259.35,1031.56,1371.74,4107.96,1031.56,1170.82,1170.82,1031.56,1031.56,1031.56,1031.56,1371.74,1259.35,1259.35,1259.35,1259.35,1259.35,1259.35,1170.82,1371.74,234.94,1031.56,1371.74,1031.56,0.00,234.94,1031.56,1031.56,72.82,234.94,117.83,234.94,0.00,0.00,14.41,234.94,234.94,247.36,14.41,1170.82,247.36,125.45,247.36,125.45,28.78,438.77,892.70,125.45,145.92,247.36,14.41,125.45,247.36,247.36,14.41,247.36,14.41,247.36,247.36,247.36,247.36,5112.17,5112.17,5033.13,5435.87,4999.30,4655.45,4361.28,4647.51,4581.04
N06621B,3112.70,3159.48,3229.14,3080.52,3662.68,3662.68,3311.69,3504.19,3634.28,3807.87,4032.54,3470.17,3870.20,3586.97,3744.17,3506.12,3307.66,3573.80,3166.13,3166.13,3173.75,2849.48,3694.06,3694.06,3778.62,3778.62,3744.17,3336.27,3336.27,3179.64,3074.99,3147.14,3258.27,3057.30,3137.29,2878.06,2790.42,3139.31,3471.73,3354.27,3080.81,3277.12,3182.95,2943.29,3137.29,2972.48,3276.79,3276.79,2886.19,3213.02,3129.55,3168.08,3197.70,3251.24,3297.50,3588.53,3414.32,3545.93,3118.63,3040.30,3008.86,2733.03,2893.63,3387.20,3144.43,2814.27,3159.48,2922.18,3158.09,4024.92,3966.92,3895.08,4024.92,3895.08,3895.08,4110.88,4024.92,3963.57,3830.76,3963.57,3716.95,3961.12,4246.53,4163.13,4240.73,3961.12,4292.69,4304.64,4168.61,4905.45,4382.84,4257.21,4124.57,4419.55,3770.74,4220.51,4905.45,4699.01,4334.92,4905.45,1061.19,4699.01,4905.45,4905.45,4905.45,1061.19,4905.45,1061.19,833.41,833.41,1061.19,1061.19,833.41,1173.59,3909.80,833.41,972.66,972.66,833.41,833.41,833.41,833.41,1173.59,1061.19,1061.19,1061.19,1061.19,1061.19,1061.19,972.66,1173.59,0.00,833.41,1173.59,833.41,204.88,0.00,833.41,833.41,277.70,0.00,117.10,0.00,204.88,204.88,219.29,0.00,0.00,452.24,219.29,972.66,452.24,330.33,452.24,330.33,233.66,438.04,1097.58,330.33,350.80,452.24,219.29,330.33,452.24,452.24,219.29,452.24,219.29,452.24,452.24,452.24,452.24,4914.01,4914.01,4834.97,5237.72,4801.14,4457.29,4163.13,4449.35,4382.88
N06621C,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06621D,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06631X,3437.94,3484.72,3554.38,3405.76,3987.92,3987.92,3636.93,3829.43,3959.52,4133.11,4357.77,3795.41,4195.44,3912.21,4069.41,3831.36,3632.89,3899.04,3491.37,3491.37,3498.99,3174.72,4019.30,4019.30,4103.86,4103.86,4069.41,3661.51,3661.51,3504.88,3400.23,3472.38,3583.51,3382.54,3462.53,3203.30,3115.66,3464.55,3796.97,3679.51,3406.05,3602.36,3446.50,3268.53,3462.53,3297.72,3602.03,3602.03,3211.43,3538.26,3454.79,3493.32,3522.94,3576.48,3622.74,3913.77,3739.56,3871.16,3443.87,3365.54,3334.10,3058.27,3218.87,3712.44,3469.67,3139.51,3484.72,3247.42,3483.33,4350.16,4292.16,4220.32,4350.16,4220.32,4220.32,4436.12,4350.16,4288.80,4156.00,4288.80,4042.19,4286.36,4571.77,4488.36,4565.97,4286.36,4617.93,4629.88,4493.85,5230.69,4708.08,4582.44,4449.81,4744.79,4095.98,4545.75,5230.69,5024.25,4660.16,5230.69,1389.15,5024.25,5230.69,5230.69,5230.69,1389.15,5230.69,1389.15,1161.36,1161.36,1389.15,1389.15,1161.36,1501.54,4235.04,1161.36,1300.61,1300.61,1161.36,1161.36,1161.36,1161.36,1501.54,1389.15,1389.15,1389.15,1389.15,1389.15,1389.15,1300.61,1501.54,364.73,1161.36,1501.54,1161.36,167.80,364.73,1161.36,1161.36,0.00,364.73,247.63,364.73,167.80,167.80,182.21,364.73,364.73,174.54,182.21,1300.61,174.54,52.63,174.54,52.63,158.58,568.57,819.87,52.63,73.10,174.54,182.21,52.63,174.54,174.54,182.21,174.54,182.21,174.54,174.54,174.54,174.54,5239.25,5239.25,5160.21,5562.96,5126.38,4782.53,4488.36,4774.59,4708.12
N06631Y,3112.70,3159.48,3229.14,3080.52,3662.68,3662.68,3311.69,3504.19,3634.28,3807.87,4032.54,3470.17,3870.20,3586.97,3744.17,3506.12,3307.66,3573.80,3166.13,3166.13,3173.75,2849.48,3694.06,3694.06,3778.62,3778.62,3744.17,3336.27,3336.27,3179.64,3074.99,3147.14,3258.27,3057.30,3137.29,2878.06,2790.42,3139.31,3471.73,3354.27,3080.81,3277.12,3182.95,2943.29,3137.29,2972.48,3276.79,3276.79,2886.19,3213.02,3129.55,3168.08,3197.70,3251.24,3297.50,3588.53,3414.32,3545.93,3118.63,3040.30,3008.86,2733.03,2893.63,3387.20,3144.43,2814.27,3159.48,2922.18,3158.09,4024.92,3966.92,3895.08,4024.92,3895.08,3895.08,4110.88,4024.92,3963.57,3830.76,3963.57,3716.95,3961.12,4246.53,4163.13,4240.73,3961.12,4292.69,4304.64,4168.61,4905.45,4382.84,4257.21,4124.57,4419.55,3770.74,4220.51,4905.45,4699.01,4334.92,4905.45,1061.19,4699.01,4905.45,4905.45,4905.45,1061.19,4905.45,1061.19,833.41,833.41,1061.19,1061.19,833.41,1173.59,3909.80,833.41,972.66,972.66,833.41,833.41,833.41,833.41,1173.59,1061.19,1061.19,1061.19,1061.19,1061.19,1061.19,972.66,1173.59,0.00,833.41,1173.59,833.41,204.88,0.00,833.41,833.41,277.70,0.00,117.10,0.00,204.88,204.88,219.29,0.00,0.00,452.24,219.29,972.66,452.24,330.33,452.24,330.33,233.66,438.04,1097.58,330.33,350.80,452.24,219.29,330.33,452.24,452.24,219.29,452.24,219.29,452.24,452.24,452.24,452.24,4914.01,4914.01,4834.97,5237.72,4801.14,4457.29,4163.13,4449.35,4382.88
N06631Z,3193.03,3239.80,3309.47,3160.84,3743.00,3743.00,3392.01,3584.52,3714.60,3888.19,4112.86,3550.49,3950.53,3667.30,3824.49,3586.44,3387.98,3654.12,3246.46,3246.46,3254.07,2929.80,3774.38,3774.38,3858.94,3858.94,3824.49,3416.60,3416.60,3259.97,3155.31,3227.47,3338.59,3137.63,3217.62,2958.39,2870.74,3219.64,3552.06,3434.60,3161.13,3357.45,3263.27,3023.62,3217.62,3052.80,3357.12,3357.12,2966.51,3293.35,3209.87,3248.41,3278.02,3331.57,3377.82,3668.86,3494.64,3626.25,3198.96,3120.63,3089.19,2813.35,2973.96,3467.53,3224.75,2894.60,3239.80,3002.50,3238.41,4105.24,4047.25,3975.41,4105.24,3975.41,3975.41,4191.21,4105.24,4043.89,3911.08,4043.89,3797.28,4041.45,4326.86,4243.45,4321.05,4041.45,4373.01,4384.96,4248.93,4985.77,4463.17,4337.53,4204.89,4499.88,3851.07,4300.83,4985.77,4779.34,4415.24,4985.77,1141.52,4779.34,4985.77,4985.77,4985.77,1141.52,4985.77,1141.52,913.73,913.73,1141.52,1141.52,913.73,1253.91,3990.13,913.73,1052.98,1052.98,913.73,913.73,913.73,913.73,1253.91,1141.52,1141.52,1141.52,1141.52,1141.52,1141.52,1052.98,1253.91,117.10,913.73,1253.91,913.73,87.77,117.10,913.73,913.73,160.60,117.10,0.00,117.10,87.77,87.77,102.19,117.10,117.10,335.14,102.19,1052.98,335.14,213.23,335.14,213.23,116.55,320.94,980.47,213.23,233.70,335.14,102.19,213.23,335.14,335.14,102.19,335.14,102.19,335.14,335.14,335.14,335.14,4994.34,4994.34,4915.30,5318.04,4881.47,4537.62,4243.45,4529.67,4463.21
N06691R,3112.70,3159.48,3229.14,3080.52,3662.68,3662.68,3311.69,3504.19,3634.28,3807.87,4032.54,3470.17,3870.20,3586.97,3744.17,3506.12,3307.66,3573.80,3166.13,3166.13,3173.75,2849.48,3694.06,3694.06,3778.62,3778.62,3744.17,3336.27,3336.27,3179.64,3074.99,3147.14,3258.27,3057.30,3137.29,2878.06,2790.42,3139.31,3471.73,3354.27,3080.81,3277.12,3182.95,2943.29,3137.29,2972.48,3276.79,3276.79,2886.19,3213.02,3129.55,3168.08,3197.70,3251.24,3297.50,3588.53,3414.32,3545.93,3118.63,3040.30,3008.86,2733.03,2893.63,3387.20,3144.43,2814.27,3159.48,2922.18,3158.09,4024.92,3966.92,3895.08,4024.92,3895.08,3895.08,4110.88,4024.92,3963.57,3830.76,3963.57,3716.95,3961.12,4246.53,4163.13,4240.73,3961.12,4292.69,4304.64,4168.61,4905.45,4382.84,4257.21,4124.57,4419.55,3770.74,4220.51,4905.45,4699.01,4334.92,4905.45,1061.19,4699.01,4905.45,4905.45,4905.45,1061.19,4905.45,1061.19,833.41,833.41,1061.19,1061.19,833.41,1173.59,3909.80,833.41,972.66,972.66,833.41,833.41,833.41,833.41,1173.59,1061.19,1061.19,1061.19,1061.19,1061.19,1061.19,972.66,1173.59,0.00,833.41,1173.59,833.41,204.88,0.00,833.41,833.41,277.70,0.00,117.10,0.00,204.88,204.88,219.29,0.00,0.00,452.24,219.29,972.66,452.24,330.33,452.24,330.33,233.66,438.04,1097.58,330.33,350.80,452.24,219.29,330.33,452.24,452.24,219.29,452.24,219.29,452.24,452.24,452.24,452.24,4914.01,4914.01,4834.97,5237.72,4801.14,4457.29,4163.13,4449.35,4382.88
N06691S,3310.86,3357.63,3427.30,3278.67,3860.83,3860.83,3509.84,3702.35,3832.43,4006.02,4230.69,3668.32,4068.36,3785.13,3942.32,3704.27,3505.81,3771.95,3364.29,3364.29,3371.90,3047.63,3892.22,3892.22,3976.77,3976.77,3942.32,3534.43,3534.43,3377.80,3273.14,3345.30,3456.43,3255.46,3335.45,3076.22,2988.57,3337.47,3669.89,3552.43,3278.96,3475.28,3381.10,3141.45,3335.45,3170.64,3474.95,3474.95,3084.34,3411.18,3327.70,3366.24,3395.86,3449.40,3495.66,3786.69,3612.47,3744.08,3316.79,3238.46,3207.02,2931.18,3091.79,3585.36,3342.58,3012.43,3357.63,3120.34,3356.25,4223.08,4165.08,4093.24,4223.08,4093.24,4093.24,4309.04,4223.08,4161.72,4028.91,4161.72,3915.11,4159.28,4444.69,4361.28,4438.88,4159.28,4490.85,4502.79,4366.77,5103.61,4581.00,4455.36,4322.72,4617.71,3968.90,4418.67,5103.61,4897.17,4533.07,5103.61,1259.35,4897.17,5103.61,5103.61,5103.61,1259.35,5103.61,1259.35,1031.56,1031.56,1259.35,1259.35,1031.56,1371.74,4107.96,1031.56,1170.82,1170.82,1031.56,1031.56,1031.56,1031.56,1371.74,1259.35,1259.35,1259.35,1259.35,1259.35,1259.35,1170.82,1371.74,234.94,1031.56,1371.74,1031.56,0.00,234.94,1031.56,1031.56,72.82,234.94,117.83,234.94,0.00,0.00,14.41,234.94,234.94,247.36,14.41,1170.82,247.36,125.45,247.36,125.45,28.78,438.77,892.70,125.45,145.92,247.36,14.41,125.45,247.36,247.36,14.41,247.36,14.41,247.36,247.36,247.36,247.36,5112.17,5112.17,5033.13,5435.87,4999.30,4655.45,4361.28,4647.51,4581.04
N06691T,3310.86,3357.63,3427.30,3278.67,3860.83,3860.83,3509.84,3702.35,3832.43,4006.02,4230.69,3668.32,4068.36,3785.13,3942.32,3704.27,3505.81,3771.95,3364.29,3364.29,3371.90,3047.63,3892.22,3892.22,3976.77,3976.77,3942.32,3534.43,3534.43,3377.80,3273.14,3345.30,3456.43,3255.46,3335.45,3076.22,2988.57,3337.47,3669.89,3552.43,3278.96,3475.28,3381.10,3141.45,3335.45,3170.64,3474.95,3474.95,3084.34,3411.18,3327.70,3366.24,3395.86,3449.40,3495.66,3786.69,3612.47,3744.08,3316.79,3238.46,3207.02,2931.18,3091.79,3585.36,3342.58,3012.43,3357.63,3120.34,3356.25,4223.08,4165.08,4093.24,4223.08,4093.24,4093.24,4309.04,4223.08,4161.72,4028.91,4161.72,3915.11,4159.28,4444.69,4361.28,4438.88,4159.28,4490.85,4502.79,4366.77,5103.61,4581.00,4455.36,4322.72,4617.71,3968.90,4418.67,5103.61,4897.17,4533.07,5103.61,1259.35,4897.17,5103.61,5103.61,5103.61,1259.35,5103.61,1259.35,1031.56,1031.56,1259.35,1259.35,1031.56,1371.74,4107.96,1031.56,1170.82,1170.82,1031.56,1031.56,1031.56,1031.56,1371.74,1259.35,1259.35,1259.35,1259.35,1259.35,1259.35,1170.82,1371.74,234.94,1031.56,1371.74,1031.56,0.00,234.94,1031.56,1031.56,72.82,234.94,117.83,234.94,0.00,0.00,14.41,234.94,234.94,247.36,14.41,1170.82,247.36,125.45,247.36,125.45,28.78,438.77,892.70,125.45,145.92,247.36,14.41,125.45,247.36,247.36,14.41,247.36,14.41,247.36,247.36,247.36,247.36,5112.17,5112.17,5033.13,5435.87,4999.30,4655.45,4361.28,4647.51,4581.04
N06691U,3296.45,3343.22,3412.89,3264.26,3846.42,3846.42,3495.43,3687.94,3818.02,3991.61,4216.28,3653.91,4053.95,3770.72,3927.91,3689.86,3491.40,3757.54,3349.88,3349.88,3357.49,3033.22,3877.80,3877.80,3962.36,3962.36,3927.91,3520.02,3520.02,3363.39,3258.73,3330.89,3442.01,3241.05,3321.04,3061.81,2974.16,3323.06,3655.48,3538.02,3264.55,3460.87,3366.69,3127.04,3321.04,3156.22,3460.54,3460.54,3069.93,3396.77,3313.29,3351.83,3381.44,3434.99,3481.24,3772.28,3598.06,3729.67,3302.38,3224.05,3192.61,2916.77,3077.38,3570.95,3328.17,2998.02,3343.22,3105.93,3341.83,4208.66,4150.67,4078.83,4208.66,4078.83,4078.83,4294.63,4208.66,4147.31,4014.50,4147.31,3900.70,4144.87,4430.28,4346.87,4424.47,4144.87,4476.43,4488.38,4352.35,5089.19,4566.59,4440.95,4308.31,4603.30,3954.49,4404.25,5089.19,4882.76,4518.66,5089.19,1244.94,4882.76,5089.19,5089.19,5089.19,1244.94,5089.19,1244.94,1017.15,1017.15,1244.94,1244.94,1017.15,1357.33,4093.55,1017.15,1156.40,1156.40,1017.15,1017.15,1017.15,1017.15,1357.33,1244.94,1244.94,1244.94,1244.94,1244.94,1244.94,1156.40,1357.33,220.52,1017.15,1357.33,1017.15,23.59,220.52,1017.15,1017.15,58.41,220.52,103.42,220.52,23.59,23.59,0.00,220.52,220.52,232.95,0.00,1156.40,232.95,111.04,232.95,111.04,14.37,424.36,878.29,111.04,131.51,232.95,0.00,111.04,232.95,232.95,0.00,232.95,0.00,232.95,232.95,232.95,232.95,5097.76,5097.76,5018.72,5421.46,4984.89,4641.04,4346.87,4633.09,4566.63
N06691V,3112.70,3159.48,3229.14,3080.52,3662.68,3662.68,3311.69,3504.19,3634.28,3807.87,4032.54,3470.17,3870.20,3586.97,3744.17,3506.12,3307.66,3573.80,3166.13,3166.13,3173.75,2849.48,3694.06,3694.06,3778.62,3778.62,3744.17,3336.27,3336.27,3179.64,3074.99,3147.14,3258.27,3057.30,3137.29,2878.06,2790.42,3139.31,3471.73,3354.27,3080.81,3277.12,3182.95,2943.29,3137.29,2972.48,3276.79,3276.79,2886.19,3213.02,3129.55,3168.08,3197.70,3251.24,3297.50,3588.53,3414.32,3545.93,3118.63,3040.30,3008.86,2733.03,2893.63,3387.20,3144.43,2814.27,3159.48,2922.18,3158.09,4024.92,3966.92,3895.08,4024.92,3895.08,3895.08,4110.88,4024.92,3963.57,3830.76,3963.57,3716.95,3961.12,4246.53,4163.13,4240.73,3961.12,4292.69,4304.64,4168.61,4905.45,4382.84,4257.21,4124.57,4419.55,3770.74,4220.51,4905.45,4699.01,4334.92,4905.45,1061.19,4699.01,4905.45,4905.45,4905.45,1061.19,4905.45,1061.19,833.41,833.41,1061.19,1061.19,833.41,1173.59,3909.80,833.41,972.66,972.66,833.41,833.41,833.41,833.41,1173.59,1061.19,1061.19,1061.19,1061.19,1061.19,1061.19,972.66,1173.59,0.00,833.41,1173.59,833.41,204.88,0.00,833.41,833.41,277.70,0.00,117.10,0.00,204.88,204.88,219.29,0.00,0.00,452.24,219.29,972.66,452.24,330.33,452.24,330.33,233.66,438.04,1097.58,330.33,350.80,452.24,219.29,330.33,452.24,452.24,219.29,452.24,219.29,452.24,452.24,452.24,452.24,4914.01,4914.01,4834.97,5237.72,4801.14,4457.29,4163.13,4449.35,4382.88
N06731W,3112.70,3159.48,3229.14,3080.52,3662.68,3662.68,3311.69,3504.19,3634.28,3807.87,4032.54,3470.17,3870.20,3586.97,3744.17,3506.12,3307.66,3573.80,3166.13,3166.13,3173.75,2849.48,3694.06,3694.06,3778.62,3778.62,3744.17,3336.27,3336.27,3179.64,3074.99,3147.14,3258.27,3057.30,3137.29,2878.06,2790.42,3139.31,3471.73,3354.27,3080.81,3277.12,3182.95,2943.29,3137.29,2972.48,3276.79,3276.79,2886.19,3213.02,3129.55,3168.08,3197.70,3251.24,3297.50,3588.53,3414.32,3545.93,3118.63,3040.30,3008.86,2733.03,2893.63,3387.20,3144.43,2814.27,3159.48,2922.18,3158.09,4024.92,3966.92,3895.08,4024.92,3895.08,3895.08,4110.88,4024.92,3963.57,3830.76,3963.57,3716.95,3961.12,4246.53,4163.13,4240.73,3961.12,4292.69,4304.64,4168.61,4905.45,4382.84,4257.21,4124.57,4419.55,3770.74,4220.51,4905.45,4699.01,4334.92,4905.45,1061.19,4699.01,4905.45,4905.45,4905.45,1061.19,4905.45,1061.19,833.41,833.41,1061.19,1061.19,833.41,1173.59,3909.80,833.41,972.66,972.66,833.41,833.41,833.41,833.41,1173.59,1061.19,1061.19,1061.19,1061.19,1061.19,1061.19,972.66,1173.59,0.00,833.41,1173.59,833.41,204.88,0.00,833.41,833.41,277.70,0.00,117.10,0.00,204.88,204.88,219.29,0.00,0.00,452.24,219.29,972.66,452.24,330.33,452.24,330.33,233.66,438.04,1097.58,330.33,350.80,452.24,219.29,330.33,452.24,452.24,219.29,452.24,219.29,452.24,452.24,452.24,452.24,4914.01,4914.01,4834.97,5237.72,4801.14,4457.29,4163.13,4449.35,4382.88
